LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,MiscVal,YrSold,SalePrice,PorchArea,WoodFence,PrivacyFence,OnAlley,LandSlopeGentle,StandardShingled,BsmtFinQualAvg,TransportHub,Toilets,Showers,VinylSiding,MetalSiding,WoodSiding,BrickFace,BrickCommon,PlywoodExterior,StuccoExterior,AsbestosShingles,WoodShingles,CementBoard,HardBoard,ImitationStucco,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,GarageType_Detchd_Squared,GarageType_Detchd_Cubed,GarageType_Detchd_SquareRoot,Foundation_CBlock_Squared,Foundation_CBlock_Cubed,Foundation_CBlock_SquareRoot,MSZoning_RM_Squared,MSZoning_RM_Cubed,MSZoning_RM_SquareRoot,LotShape_Reg_Squared,LotShape_Reg_Cubed,LotShape_Reg_SquareRoot,SaleType_WD_Squared,SaleType_WD_Cubed,SaleType_WD_SquareRoot,MSSubClass_30_Squared,MSSubClass_30_Cubed,MSSubClass_30_SquareRoot,RoofStyle_Gable_Squared,RoofStyle_Gable_Cubed,RoofStyle_Gable_SquareRoot,Foundation_BrkTil_Squared,Foundation_BrkTil_Cubed,Foundation_BrkTil_SquareRoot,Neighborhood_OldTown_Squared,Neighborhood_OldTown_Cubed,Neighborhood_OldTown_SquareRoot,Neighborhood_Edwards_Squared,Neighborhood_Edwards_Cubed,Neighborhood_Edwards_SquareRoot,OverallQual_Squared,OverallQual_Cubed,OverallQual_SquareRoot,GrLivArea_Squared,GrLivArea_Cubed,GrLivArea_SquareRoot,ExterQual_Squared,ExterQual_Cubed,ExterQual_SquareRoot,KitchenQual_Squared,KitchenQual_Cubed,KitchenQual_SquareRoot,GarageCars_Squared,GarageCars_Cubed,GarageCars_SquareRoot,TotalBsmtSF_Squared,TotalBsmtSF_Cubed,TotalBsmtSF_SquareRoot,BsmtQual_Squared,BsmtQual_Cubed,BsmtQual_SquareRoot,GarageArea_Squared,GarageArea_Cubed,GarageArea_SquareRoot,1stFlrSF_Squared,1stFlrSF_Cubed,1stFlrSF_SquareRoot,Toilets_Squared,Toilets_Cubed,Toilets_SquareRoot,YearBuilt_Squared,YearBuilt_Cubed,YearBuilt_SquareRoot,TotRmsAbvGrd_Squared,TotRmsAbvGrd_Cubed,TotRmsAbvGrd_SquareRoot
60.0,7200,5,7,1972,1972,0.0,3.0,3.0,3.0,3.0,0.0,148,780,6.0,1.0,3.0,780,0,0,780,0,0,2,1,3.0,4,12.0,0,0.0,1973.0,1.0,1,352,3.0,3.0,1.0,0,0,2008.0,124900,196,0.0,1.0,0.0,1.0,1.0,4.051282051282051,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,125,2.23606797749979,608400,474552000,27.92848008753788,9.0,27.0,1.7320508075688772,9.0,27.0,1.7320508075688772,1,1,1.0,608400,474552000,27.92848008753788,9.0,27.0,1.7320508075688772,123904,43614208,18.76166303929372,608400,474552000,27.92848008753788,1,1,1.0,3888784,7668682048,44.40720662234904,16,64,2.0
63.0,13072,6,5,2004,2004,0.0,3.0,3.0,4.0,3.0,1.0,217,1158,6.0,1.0,3.0,1158,0,0,1158,1,0,3,1,4.0,5,12.0,0,0.0,2006.0,1.0,2,576,3.0,3.0,1.0,0,0,2006.3333333333333,158000,50,0.0,0.0,0.0,1.0,1.0,4.063039723661485,2.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,216,2.449489742783178,1340964,1552836312,34.02939905434711,9.0,27.0,1.7320508075688772,16.0,64.0,2.0,4,8,1.4142135623730951,1340964,1552836312,34.02939905434711,16.0,64.0,2.0,331776,191102976,24.0,1340964,1552836312,34.02939905434711,4,8,1.4142135623730951,4016016,8048096064,44.76605857119878,25,125,2.23606797749979
60.0,7200,5,7,1920,1996,0.0,3.0,3.0,3.0,2.0,1.0,530,530,3.0,0.0,3.0,581,530,0,1111,0,0,3,1,2.0,6,12.0,0,0.0,1935.0,1.0,1,288,3.0,3.0,0.0,0,0,2007.1666666666667,101000,144,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25,125,2.23606797749979,1234321,1371330631,33.331666624997915,9.0,27.0,1.7320508075688772,4.0,8.0,1.4142135623730951,1,1,1.0,280900,148877000,23.021728866442675,9.0,27.0,1.7320508075688772,82944,23887872,16.97056274847714,337561,196122941,24.1039415863879,1,1,1.0,3686400,7077888000,43.81780460041329,36,216,2.449489742783178
44.0,6442,8,5,2006,2006,178.0,4.0,3.0,4.0,4.0,3.0,1346,1370,6.0,1.0,3.0,1370,0,0,1370,0,0,2,1,4.0,6,12.0,1,4.0,2006.0,2.0,2,484,3.0,3.0,1.0,0,0,2007.75,202500,169,0.0,0.0,0.0,1.0,1.0,0.1051094890510949,0.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,512,2.8284271247461903,1876900,2571353000,37.013511046643494,16.0,64.0,2.0,16.0,64.0,2.0,4,8,1.4142135623730951,1876900,2571353000,37.013511046643494,16.0,64.0,2.0,234256,113379904,22.0,1876900,2571353000,37.013511046643494,4,8,1.4142135623730951,4024036,8072216216,44.78839135311738,36,216,2.449489742783178
50.0,10300,7,6,1921,1950,0.0,3.0,3.0,3.0,3.0,1.0,576,576,4.0,1.0,3.0,902,808,0,1710,0,0,3,1,3.0,9,12.0,0,0.0,1990.0,1.0,2,480,3.0,3.0,1.0,0,0,2010.25,140000,87,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,49,343,2.6457513110645907,2924100,5000211000,41.352146256270665,9.0,27.0,1.7320508075688772,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,331776,191102976,24.0,9.0,27.0,1.7320508075688772,230400,110592000,21.908902300206645,813604,733870808,30.033314835362415,4,8,1.4142135623730951,3690241,7088952961,43.829214001622255,81,729,3.0
0.0,9375,7,5,1997,1998,573.0,3.0,3.0,4.0,3.0,1.0,318,1057,6.0,1.0,3.0,1057,977,0,2034,1,0,3,1,4.0,8,12.0,0,0.0,1998.0,2.0,2,645,3.0,3.0,1.0,0,0,2009.0833333333333,219500,612,0.0,1.0,0.0,1.0,1.0,4.194891201513718,0.0,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,343,2.6457513110645907,4137156,8414975304,45.09988913511872,9.0,27.0,1.7320508075688772,16.0,64.0,2.0,4,8,1.4142135623730951,1117249,1180932193,32.51153641401772,16.0,64.0,2.0,416025,268336125,25.39685019840059,1117249,1180932193,32.51153641401772,9,27,1.7320508075688772,3988009,7964053973,44.68780594300866,64,512,2.8284271247461903
76.0,9591,8,5,2004,2005,344.0,4.0,3.0,6.0,3.0,0.0,1143,1143,6.0,1.0,3.0,1143,1330,0,2473,0,0,4,1,4.0,9,12.0,1,4.0,2004.0,2.0,3,852,3.0,3.0,1.0,0,0,2007.75,317000,343,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,512,2.8284271247461903,6115729,15124197817,49.72926703662542,16.0,64.0,2.0,16.0,64.0,2.0,9,27,1.7320508075688772,1306449,1493271207,33.80828300875393,36.0,216.0,2.449489742783178,725904,618470208,29.189039038652847,1306449,1493271207,33.80828300875393,9,27,1.7320508075688772,4016016,8048096064,44.76605857119878,81,729,3.0
0.0,19900,7,5,1970,1989,287.0,3.0,3.0,4.0,3.0,7.0,1035,1947,3.0,1.0,3.0,2207,0,0,2207,1,0,3,1,3.0,7,9.0,1,4.0,1970.0,2.0,2,576,3.0,3.0,1.0,0,0,2010.5,180000,301,0.0,0.0,0.0,1.0,1.0,2.810477657935285,2.0,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,343,2.6457513110645907,4870849,10749963743,46.97871858618538,9.0,27.0,1.7320508075688772,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,3790809,7380705123,44.12482294582042,16.0,64.0,2.0,331776,191102976,24.0,4870849,10749963743,46.97871858618538,4,8,1.4142135623730951,3880900,7645373000,44.384682042344295,49,343,2.6457513110645907
72.0,10665,7,5,2003,2003,167.0,4.0,3.0,4.0,3.0,0.0,440,1453,6.0,1.0,3.0,1479,0,0,1479,1,0,3,1,4.0,7,12.0,0,0.0,2003.0,2.0,2,558,3.0,3.0,1.0,0,0,2007.4166666666667,226000,173,0.0,0.0,0.0,1.0,1.0,4.183069511355816,0.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,343,2.6457513110645907,2187441,3235225239,38.45776904605882,16.0,64.0,2.0,16.0,64.0,2.0,4,8,1.4142135623730951,2111209,3067586677,38.118237105091836,16.0,64.0,2.0,311364,173741112,23.62202362203543,2187441,3235225239,38.45776904605882,4,8,1.4142135623730951,4012009,8036054027,44.75488800120049,49,343,2.6457513110645907
47.0,4608,4,6,1945,1950,0.0,3.0,4.0,3.0,3.0,1.0,747,747,3.0,1.0,3.0,747,0,0,747,0,0,2,1,3.0,4,12.0,0,0.0,1945.0,1.0,1,220,3.0,3.0,1.0,0,0,2010.4166666666667,80000,0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,16,64,2.0,558009,416832723,27.331300737432898,9.0,27.0,1.7320508075688772,9.0,27.0,1.7320508075688772,1,1,1.0,558009,416832723,27.331300737432898,9.0,27.0,1.7320508075688772,48400,10648000,14.832396974191326,558009,416832723,27.331300737432898,1,1,1.0,3783025,7357983625,44.10215414239989,16,64,2.0
81.0,15593,7,4,1953,1953,0.0,4.0,3.0,3.0,3.0,1.0,701,1304,3.0,1.0,3.0,1304,983,0,2287,0,0,3,1,3.0,7,12.0,1,3.0,1953.0,4.0,2,667,3.0,3.0,1.0,0,0,2006.5,225000,135,0.0,0.0,0.0,1.0,1.0,1.8496932515337423,0.0,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,343,2.6457513110645907,5230369,11961853903,47.82258880487337,16.0,64.0,2.0,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,1700416,2217342464,36.11094017053558,9.0,27.0,1.7320508075688772,444889,296740963,25.826343140289914,1700416,2217342464,36.11094017053558,4,8,1.4142135623730951,3814209,7449150177,44.19275958796871,49,343,2.6457513110645907
95.0,13651,7,6,1973,1973,1115.0,3.0,4.0,4.0,3.0,7.0,343,2223,6.0,1.0,3.0,2223,0,0,2223,1,0,3,1,3.0,8,12.0,2,4.0,1973.0,4.0,2,516,3.0,3.0,1.0,0,0,2007.0833333333333,244000,300,0.0,0.0,0.0,1.0,1.0,4.228520017993702,0.0,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,343,2.6457513110645907,4941729,10985463567,47.148700936505136,9.0,27.0,1.7320508075688772,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,4941729,10985463567,47.148700936505136,16.0,64.0,2.0,266256,137388096,22.715633383201094,4941729,10985463567,47.148700936505136,4,8,1.4142135623730951,3892729,7680354317,44.41846462902562,64,512,2.8284271247461903
